/* DATA DESCRIPTION:
Citation:	Dallmayr, Remi; Freitag, Johannes; Hörhold, Maria; Laepple, Thomas; Wilhelms, Frank (2021): GPR profiles between B31, B32, and B33, terrestrial traverses 1999/2000 ; 2000/2001, Droning-Maud Land [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.935129
Abstract:	Surface Mass Balance between location B31 and B33 (SMB, in kg/m2/yr) corresponding to interval between radar horizons (1-2), between Tambora (1817) and year of measurement (2000/2001). The conversion of IRH traveltime to depth was discribed in Rotschky et al. 2004, and Eisen et al. 2004.
Keyword(s):	accumulation rate in Dronning Maud Land; GPR; terrestrial traverse
Related to:	Dallmayr, Remi; Freitag, Johannes; Laepple, Thomas; Wilhelms, Frank; Jansen, Daniela; Behrens, Melanie K; Hörhold, Maria (2021): Topographic effect creates non-climatic variations in ice-core based temperature records of the last millennium. https://doi.org/10.1002/essoar.10508113.1
	Eisen, Olaf; Rack, Wolfgang; Nixdorf, Uwe; Wilhelms, Frank (2005): Characteristics of accumulation around the EPICA deep-drilling site in Dronning Maud Land, Antarctica. Annals of Glaciology, 41, 41-46, https://doi.org/10.3189/172756405781813276
	Rotschky, Gerit; Eisen, Olaf; Wilhelms, Frank; Nixdorf, Uwe; Oerter, Hans (2004): Spatial distribution of surface mass balance on Amundsenisen plateau, Antarctica, derived from ice-penetrating radar studies. Annals of Glaciology, 39, 265-270, https://doi.org/10.3189/172756404781814618
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	MEDIAN LATITUDE: -75.191115 * MEDIAN LONGITUDE: 1.472444 * SOUTH-BOUND LATITUDE: -75.581500 * WEST-BOUND LONGITUDE: -3.430333 * NORTH-BOUND LATITUDE: -74.968500 * EAST-BOUND LONGITUDE: 6.499999
	DATE/TIME START: 1999-12-01T00:00:00 * DATE/TIME END: 2001-01-31T00:00:00
Event(s):	ANT-Land_1999 (Transect 1999/2000 (B32 to B33)) * LATITUDE START: -75.002500 * LONGITUDE START: 0.007333 * LATITUDE END: -75.166667 * LONGITUDE END: 6.500000 * DATE/TIME START: 1999-12-01T00:00:00 * DATE/TIME END: 2000-01-31T00:00:00 * LOCATION: Antarctica * CAMPAIGN: EPICA_DML5 * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Multiple investigations (MULT)
	ANT-Land_2000 (Transect 2000/2001 (B31 to B32)) * LATITUDE START: -75.002326 * LONGITUDE START: 0.007496 * LATITUDE END: -75.581732 * LONGITUDE END: -3.431095 * DATE/TIME START: 2000-12-01T00:00:00 * DATE/TIME END: 2001-01-31T00:00:00 * LOCATION: Antarctica * CAMPAIGN: EPICA_DML6 * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Multiple investigations (MULT)
Parameter(s):	Event label (Event) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	Distance [km] (Distance) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	LONGITUDE (Longitude) * GEOCODE * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	LATITUDE (Latitude) * GEOCODE * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	Surface mass balance [kg/m**2/a] (SMB) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * COMMENT: corresponding to interval between radar horizons (1-2)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	31822 data points
*/
Event	Distance [km]	Longitude	Latitude	SMB [kg/m**2/a]
ANT-Land_1999		2.4896637	-75.0829978	57.30
ANT-Land_1999		2.4904588	-75.0830236	57.34
ANT-Land_1999		2.4912539	-75.0830494	57.41
ANT-Land_1999		2.4920490	-75.0830751	57.57
ANT-Land_1999		2.4928441	-75.0831009	57.43
ANT-Land_1999		2.4936392	-75.0831267	57.67
ANT-Land_1999		2.4944344	-75.0831525	57.82
ANT-Land_1999		2.4952295	-75.0831783	58.16
ANT-Land_1999		2.4960246	-75.0832041	57.75
ANT-Land_1999		2.4968197	-75.0832298	57.82
ANT-Land_1999		2.4976148	-75.0832556	57.88
ANT-Land_1999		2.4984099	-75.0832814	58.09
ANT-Land_1999		2.4992050	-75.0833072	58.46
ANT-Land_1999		2.5000001	-75.0833330	58.01
ANT-Land_1999		2.5011056	-75.0832435	57.98
ANT-Land_1999		2.5022111	-75.0831540	57.80
ANT-Land_1999		2.5033166	-75.0830645	57.99
ANT-Land_1999		2.5044220	-75.0829750	57.96
ANT-Land_1999		2.5055275	-75.0828855	58.14
ANT-Land_1999		2.5066330	-75.0827960	58.10
ANT-Land_1999		2.5077385	-75.0827065	58.09
ANT-Land_1999		2.5088440	-75.0826170	58.08
ANT-Land_1999		2.5099495	-75.0825275	58.21
ANT-Land_1999		2.5110549	-75.0824380	58.33
ANT-Land_1999		2.5121604	-75.0823484	58.35
ANT-Land_1999		2.5132659	-75.0822589	58.14
ANT-Land_1999		2.5143714	-75.0821694	58.30
ANT-Land_1999		2.5154769	-75.0820799	58.31
ANT-Land_1999		2.5165823	-75.0819904	58.33
ANT-Land_1999		2.5176878	-75.0819009	58.38
ANT-Land_1999		2.5187933	-75.0818114	58.46
ANT-Land_1999		2.5198988	-75.0817219	58.54
ANT-Land_1999		2.5210043	-75.0816324	58.53
ANT-Land_1999		2.5221098	-75.0815429	58.29
ANT-Land_1999		2.5232152	-75.0814534	58.46
ANT-Land_1999		2.5243207	-75.0813639	58.37
ANT-Land_1999		2.5254262	-75.0812744	58.43
ANT-Land_1999		2.5265317	-75.0811849	58.71
ANT-Land_1999		2.5276372	-75.0810954	58.83
ANT-Land_1999		2.5287426	-75.0810059	58.74
ANT-Land_1999		2.5298481	-75.0809164	58.97
ANT-Land_1999		2.5309536	-75.0808269	58.73
ANT-Land_1999		2.5320591	-75.0807374	59.07
ANT-Land_1999		2.5331646	-75.0806479	59.05
ANT-Land_1999		2.5342700	-75.0805584	59.04
ANT-Land_1999		2.5353755	-75.0804689	59.21
ANT-Land_1999		2.5364810	-75.0803794	58.98
ANT-Land_1999		2.5375865	-75.0802899	59.00
ANT-Land_1999		2.5386920	-75.0802004	59.05
ANT-Land_1999		2.5397975	-75.0801109	59.20
ANT-Land_1999		2.5409029	-75.0800214	59.24
ANT-Land_1999		2.5420084	-75.0799319	59.16
ANT-Land_1999		2.5431139	-75.0798424	59.08
ANT-Land_1999		2.5442194	-75.0797529	59.26
ANT-Land_1999		2.5453249	-75.0796634	59.20
ANT-Land_1999		2.5464303	-75.0795738	59.01
ANT-Land_1999		2.5475358	-75.0794843	59.11
ANT-Land_1999		2.5486413	-75.0793948	59.20
ANT-Land_1999		2.5497468	-75.0793053	59.40
ANT-Land_1999		2.5508523	-75.0792158	59.25
ANT-Land_1999		2.5519578	-75.0791263	59.27
ANT-Land_1999		2.5530632	-75.0790368	59.20
ANT-Land_1999		2.5541687	-75.0789473	59.09
ANT-Land_1999		2.5552742	-75.0788578	59.09
ANT-Land_1999		2.5563797	-75.0787683	59.06
ANT-Land_1999		2.5574852	-75.0786788	58.97
ANT-Land_1999		2.5585906	-75.0785893	59.18
ANT-Land_1999		2.5596961	-75.0784998	59.23
ANT-Land_1999		2.5608016	-75.0784103	59.10
ANT-Land_1999		2.5619071	-75.0783208	59.09
ANT-Land_1999		2.5630126	-75.0782313	59.12
ANT-Land_1999		2.5641181	-75.0781418	59.10
ANT-Land_1999		2.5652235	-75.0780523	59.06
ANT-Land_1999		2.5663290	-75.0779628	58.73
ANT-Land_1999		2.5674345	-75.0778733	58.92
ANT-Land_1999		2.5685400	-75.0777838	58.94
ANT-Land_1999		2.5696455	-75.0776943	58.87
ANT-Land_1999		2.5707509	-75.0776048	58.92
ANT-Land_1999		2.5718564	-75.0775153	58.88
ANT-Land_1999		2.5729619	-75.0774258	58.86
ANT-Land_1999		2.5740674	-75.0773363	58.85
ANT-Land_1999		2.5751729	-75.0772468	58.78
ANT-Land_1999		2.5762784	-75.0771572	58.62
ANT-Land_1999		2.5773838	-75.0770677	58.78
ANT-Land_1999		2.5784893	-75.0769782	58.62
ANT-Land_1999		2.5795948	-75.0768887	58.56
ANT-Land_1999		2.5807003	-75.0767992	59.27
ANT-Land_1999		2.5818058	-75.0767097	58.55
ANT-Land_1999		2.5829112	-75.0766202	58.51
ANT-Land_1999		2.5840167	-75.0765307	58.43
ANT-Land_1999		2.5851222	-75.0764412	58.55
ANT-Land_1999		2.5862277	-75.0763517	58.48
ANT-Land_1999		2.5873332	-75.0762622	58.35
ANT-Land_1999		2.5884387	-75.0761727	58.41
ANT-Land_1999		2.5895441	-75.0760832	58.55
ANT-Land_1999		2.5906496	-75.0759937	58.46
ANT-Land_1999		2.5917551	-75.0759042	58.45
ANT-Land_1999		2.5928606	-75.0758147	58.30
ANT-Land_1999		2.5939661	-75.0757252	58.27
ANT-Land_1999		2.5950715	-75.0756357	58.15
ANT-Land_1999		2.5961770	-75.0755462	58.01
ANT-Land_1999		2.5972825	-75.0754567	58.05
ANT-Land_1999		2.5983880	-75.0753672	58.04
ANT-Land_1999		2.5994935	-75.0752777	57.87
ANT-Land_1999		2.6005989	-75.0751882	57.78
ANT-Land_1999		2.6017044	-75.0750987	57.96
ANT-Land_1999		2.6028099	-75.0750092	58.02
ANT-Land_1999		2.6039154	-75.0749197	57.76
ANT-Land_1999		2.6050209	-75.0748302	57.63
ANT-Land_1999		2.6061264	-75.0747407	57.32
ANT-Land_1999		2.6072318	-75.0746511	57.48
ANT-Land_1999		2.6083373	-75.0745617	57.54
ANT-Land_1999		2.6094428	-75.0744722	57.93
ANT-Land_1999		2.6105483	-75.0743826	57.31
ANT-Land_1999		2.6116538	-75.0742931	57.55
ANT-Land_1999		2.6127592	-75.0742036	57.31
ANT-Land_1999		2.6138647	-75.0741141	57.23
ANT-Land_1999		2.6149702	-75.0740246	57.25
ANT-Land_1999		2.6160757	-75.0739351	57.37
ANT-Land_1999		2.6171812	-75.0738456	57.17
ANT-Land_1999		2.6182867	-75.0737561	57.20
ANT-Land_1999		2.6193921	-75.0736666	57.19
ANT-Land_1999		2.6204976	-75.0735771	57.22
ANT-Land_1999		2.6216031	-75.0734876	57.23
ANT-Land_1999		2.6227086	-75.0733981	57.07
ANT-Land_1999		2.6238141	-75.0733086	57.07
ANT-Land_1999		2.6249195	-75.0732191	57.10
ANT-Land_1999		2.6260250	-75.0731296	57.06
ANT-Land_1999		2.6271305	-75.0730401	57.13
ANT-Land_1999		2.6282360	-75.0729506	57.01
ANT-Land_1999		2.6293415	-75.0728611	56.86
ANT-Land_1999		2.6304470	-75.0727716	56.93
ANT-Land_1999		2.6315524	-75.0726821	56.95
ANT-Land_1999		2.6326579	-75.0725926	56.99
ANT-Land_1999		2.6337634	-75.0725031	57.03
ANT-Land_1999		2.6348689	-75.0724136	57.00
ANT-Land_1999		2.6359744	-75.0723241	56.96
ANT-Land_1999		2.6370798	-75.0722346	56.94
ANT-Land_1999		2.6381853	-75.0721451	56.91
ANT-Land_1999		2.6392908	-75.0720556	56.87
ANT-Land_1999		2.6403963	-75.0719661	56.96
ANT-Land_1999		2.6415018	-75.0718765	56.98
ANT-Land_1999		2.6426072	-75.0717870	56.82
ANT-Land_1999		2.6437127	-75.0716975	56.92
ANT-Land_1999		2.6448182	-75.0716080	56.72
ANT-Land_1999		2.6459237	-75.0715185	56.93
ANT-Land_1999		2.6470292	-75.0714290	56.94
ANT-Land_1999		2.6481347	-75.0713395	56.79
ANT-Land_1999		2.6492401	-75.0712500	56.89
ANT-Land_1999		2.6503456	-75.0711605	56.96
ANT-Land_1999		2.6514511	-75.0710710	56.92
ANT-Land_1999		2.6525566	-75.0709815	56.85
ANT-Land_1999		2.6536621	-75.0708920	56.99
ANT-Land_1999		2.6547675	-75.0708025	56.83
ANT-Land_1999		2.6558730	-75.0707130	56.81
ANT-Land_1999		2.6569785	-75.0706235	56.78
ANT-Land_1999		2.6580840	-75.0705340	56.66
ANT-Land_1999		2.6591895	-75.0704445	56.94
ANT-Land_1999		2.6602950	-75.0703550	56.90
ANT-Land_1999		2.6614004	-75.0702655	56.97
ANT-Land_1999		2.6625059	-75.0701760	56.97
ANT-Land_1999		2.6636114	-75.0700865	56.82
ANT-Land_1999		2.6647169	-75.0699970	57.03
ANT-Land_1999		2.6658224	-75.0699075	57.16
ANT-Land_1999		2.6669278	-75.0698180	57.11
ANT-Land_1999		2.6680333	-75.0697285	56.96
ANT-Land_1999		2.6691388	-75.0696390	56.97
ANT-Land_1999		2.6702443	-75.0695494	57.07
ANT-Land_1999		2.6713498	-75.0694599	57.06
ANT-Land_1999		2.6724553	-75.0693704	56.90
ANT-Land_1999		2.6735607	-75.0692809	56.94
ANT-Land_1999		2.6746662	-75.0691914	57.17
ANT-Land_1999		2.6757717	-75.0691019	57.12
ANT-Land_1999		2.6768772	-75.0690124	57.13
ANT-Land_1999		2.6779827	-75.0689229	57.30
ANT-Land_1999		2.6790881	-75.0688334	57.45
ANT-Land_1999		2.6801936	-75.0687439	57.35
ANT-Land_1999		2.6812991	-75.0686544	57.37
ANT-Land_1999		2.6824046	-75.0685649	57.30
ANT-Land_1999		2.6835101	-75.0684754	57.34
ANT-Land_1999		2.6846156	-75.0683859	57.29
ANT-Land_1999		2.6857210	-75.0682964	57.30
ANT-Land_1999		2.6868265	-75.0682069	57.39
ANT-Land_1999		2.6879320	-75.0681174	57.30
ANT-Land_1999		2.6890375	-75.0680279	57.52
ANT-Land_1999		2.6901430	-75.0679384	57.57
ANT-Land_1999		2.6912484	-75.0678489	57.42
ANT-Land_1999		2.6923539	-75.0677594	57.37
ANT-Land_1999		2.6934594	-75.0676699	57.63
ANT-Land_1999		2.6945649	-75.0675804	57.70
ANT-Land_1999		2.6956704	-75.0674909	57.44
ANT-Land_1999		2.6967758	-75.0674014	57.49
ANT-Land_1999		2.6978813	-75.0673119	57.84
ANT-Land_1999		2.6989868	-75.0672224	58.19
ANT-Land_1999		2.7000923	-75.0671329	58.10
ANT-Land_1999		2.7011978	-75.0670434	58.21
ANT-Land_1999		2.7023033	-75.0669539	58.23
ANT-Land_1999		2.7034087	-75.0668644	58.25
ANT-Land_1999		2.7045142	-75.0667749	57.61
ANT-Land_1999		2.7056197	-75.0666853	57.71
ANT-Land_1999		2.7067252	-75.0665958	57.79
ANT-Land_1999		2.7078307	-75.0665063	57.87
ANT-Land_1999		2.7089361	-75.0664168	57.86
ANT-Land_1999		2.7100416	-75.0663273	57.73
ANT-Land_1999		2.7111471	-75.0662378	57.75
ANT-Land_1999		2.7122526	-75.0661483	57.98
ANT-Land_1999		2.7133581	-75.0660588	58.41
ANT-Land_1999		2.7144636	-75.0659693	58.06
ANT-Land_1999		2.7155690	-75.0658798	58.10
ANT-Land_1999		2.7166745	-75.0657903	58.12
ANT-Land_1999		2.7177800	-75.0657008	57.90
ANT-Land_1999		2.7188855	-75.0656113	57.94
ANT-Land_1999		2.7199910	-75.0655218	57.92
ANT-Land_1999		2.7210964	-75.0654323	58.12
ANT-Land_1999		2.7222019	-75.0653428	58.11
ANT-Land_1999		2.7233074	-75.0652533	58.24
ANT-Land_1999		2.7244129	-75.0651638	58.19
ANT-Land_1999		2.7255184	-75.0650743	58.05
ANT-Land_1999		2.7266239	-75.0649848	58.16
ANT-Land_1999		2.7277293	-75.0648953	58.18
ANT-Land_1999		2.7288348	-75.0648058	58.10
ANT-Land_1999		2.7299403	-75.0647163	58.07
ANT-Land_1999		2.7310458	-75.0646268	58.13
ANT-Land_1999		2.7321513	-75.0645373	58.17
ANT-Land_1999		2.7332567	-75.0644478	58.20
ANT-Land_1999		2.7343622	-75.0643582	58.29
ANT-Land_1999		2.7354677	-75.0642687	58.12
ANT-Land_1999		2.7365732	-75.0641792	58.03
ANT-Land_1999		2.7376787	-75.0640897	58.02
ANT-Land_1999		2.7387841	-75.0640002	58.19
ANT-Land_1999		2.7398896	-75.0639107	58.14
ANT-Land_1999		2.7409951	-75.0638212	58.19
ANT-Land_1999		2.7421006	-75.0637317	58.55
ANT-Land_1999		2.7432061	-75.0636422	58.16
ANT-Land_1999		2.7443116	-75.0635527	59.05
ANT-Land_1999		2.7454170	-75.0634632	58.16
ANT-Land_1999		2.7465225	-75.0633737	58.25
ANT-Land_1999		2.7476280	-75.0632842	58.15
ANT-Land_1999		2.7487335	-75.0631947	58.17
ANT-Land_1999		2.7498390	-75.0631052	58.22
ANT-Land_1999		2.7509444	-75.0630157	58.29
ANT-Land_1999		2.7520499	-75.0629262	58.33
ANT-Land_1999		2.7531554	-75.0628367	58.37
ANT-Land_1999		2.7542609	-75.0627472	58.46
ANT-Land_1999		2.7553664	-75.0626577	58.39
ANT-Land_1999		2.7564719	-75.0625682	58.37
ANT-Land_1999		2.7575773	-75.0624787	58.31
ANT-Land_1999		2.7586828	-75.0623892	58.39
ANT-Land_1999		2.7597883	-75.0622997	58.29
ANT-Land_1999		2.7608938	-75.0622102	58.54
ANT-Land_1999		2.7619993	-75.0621207	58.53
ANT-Land_1999		2.7631047	-75.0620312	58.50
ANT-Land_1999		2.7642102	-75.0619417	58.36
ANT-Land_1999		2.7653157	-75.0618522	58.48
ANT-Land_1999		2.7664212	-75.0617627	58.39
ANT-Land_1999		2.7675267	-75.0616732	58.56
ANT-Land_1999		2.7686322	-75.0615837	58.80
ANT-Land_1999		2.7697376	-75.0614941	58.74
ANT-Land_1999		2.7708431	-75.0614046	58.59
ANT-Land_1999		2.7719486	-75.0613151	58.70
ANT-Land_1999		2.7730541	-75.0612256	58.73
ANT-Land_1999		2.7741596	-75.0611361	58.76
ANT-Land_1999		2.7752650	-75.0610466	58.84
ANT-Land_1999		2.7763705	-75.0609571	58.85
ANT-Land_1999		2.7774760	-75.0608676	58.84
ANT-Land_1999		2.7785815	-75.0607781	58.67
ANT-Land_1999		2.7796870	-75.0606886	58.71
ANT-Land_1999		2.7807925	-75.0605991	58.94
ANT-Land_1999		2.7818979	-75.0605096	59.00
ANT-Land_1999		2.7830034	-75.0604201	59.00
ANT-Land_1999		2.7841089	-75.0603306	59.13
ANT-Land_1999		2.7852144	-75.0602411	59.12
ANT-Land_1999		2.7863199	-75.0601516	59.22
ANT-Land_1999		2.7874253	-75.0600621	59.12
ANT-Land_1999		2.7885308	-75.0599726	59.01
ANT-Land_1999		2.7896363	-75.0598831	58.72
ANT-Land_1999		2.7907418	-75.0597936	59.11
ANT-Land_1999		2.7918473	-75.0597041	59.01
ANT-Land_1999		2.7929527	-75.0596146	59.05
ANT-Land_1999		2.7940582	-75.0595251	59.17
ANT-Land_1999		2.7951637	-75.0594356	59.31
ANT-Land_1999		2.7962692	-75.0593461	59.24
ANT-Land_1999		2.7973747	-75.0592566	59.29
ANT-Land_1999		2.7984802	-75.0591670	59.33
ANT-Land_1999		2.7995856	-75.0590775	59.27
ANT-Land_1999		2.8006911	-75.0589880	59.39
ANT-Land_1999		2.8017966	-75.0588985	59.36
ANT-Land_1999		2.8029021	-75.0588090	59.56
ANT-Land_1999		2.8040076	-75.0587195	59.40
ANT-Land_1999		2.8051130	-75.0586300	59.41
ANT-Land_1999		2.8062185	-75.0585405	59.50
ANT-Land_1999		2.8073240	-75.0584510	59.43
ANT-Land_1999		2.8084295	-75.0583615	59.42
ANT-Land_1999		2.8095350	-75.0582720	59.49
ANT-Land_1999		2.8106405	-75.0581825	59.73
ANT-Land_1999		2.8117459	-75.0580930	59.74
ANT-Land_1999		2.8128514	-75.0580035	59.98
ANT-Land_1999		2.8139569	-75.0579140	59.63
ANT-Land_1999		2.8150624	-75.0578245	59.86
ANT-Land_1999		2.8161679	-75.0577350	59.92
ANT-Land_1999		2.8172733	-75.0576455	59.86
ANT-Land_1999		2.8183788	-75.0575560	59.96
ANT-Land_1999		2.8194843	-75.0574665	59.89
ANT-Land_1999		2.8205898	-75.0573770	59.93
ANT-Land_1999		2.8216953	-75.0572875	59.81
ANT-Land_1999		2.8228008	-75.0571980	59.94
ANT-Land_1999		2.8239062	-75.0571085	59.90
ANT-Land_1999		2.8250117	-75.0570190	59.85
ANT-Land_1999		2.8261172	-75.0569295	59.85
ANT-Land_1999		2.8272227	-75.0568400	59.88
ANT-Land_1999		2.8283282	-75.0567505	59.73
ANT-Land_1999		2.8294336	-75.0566609	59.87
ANT-Land_1999		2.8305391	-75.0565715	60.04
ANT-Land_1999		2.8316446	-75.0564820	59.94
ANT-Land_1999		2.8327501	-75.0563924	60.08
ANT-Land_1999		2.8338556	-75.0563029	60.17
ANT-Land_1999		2.8349611	-75.0562134	60.13
ANT-Land_1999		2.8360665	-75.0561239	60.20
ANT-Land_1999		2.8371720	-75.0560344	59.91
ANT-Land_1999		2.8382775	-75.0559449	59.96
ANT-Land_1999		2.8393830	-75.0558554	59.77
ANT-Land_1999		2.8404885	-75.0557659	60.08
ANT-Land_1999		2.8415939	-75.0556764	60.08
ANT-Land_1999		2.8426994	-75.0555869	60.07
ANT-Land_1999		2.8438049	-75.0554974	60.29
ANT-Land_1999		2.8449104	-75.0554079	59.77
ANT-Land_1999		2.8460159	-75.0553184	60.14
ANT-Land_1999		2.8471213	-75.0552289	60.32
ANT-Land_1999		2.8482268	-75.0551394	59.98
ANT-Land_1999		2.8493323	-75.0550499	59.91
ANT-Land_1999		2.8504378	-75.0549604	60.00
ANT-Land_1999		2.8515433	-75.0548709	59.95
ANT-Land_1999		2.8526488	-75.0547814	59.88
ANT-Land_1999		2.8537542	-75.0546919	60.03
ANT-Land_1999		2.8548597	-75.0546024	60.19
ANT-Land_1999		2.8559652	-75.0545129	59.61
ANT-Land_1999		2.8570707	-75.0544234	59.67
ANT-Land_1999		2.8581762	-75.0543339	59.69
ANT-Land_1999		2.8592816	-75.0542444	59.72
ANT-Land_1999		2.8603871	-75.0541549	59.94
ANT-Land_1999		2.8614926	-75.0540654	59.95
ANT-Land_1999		2.8625981	-75.0539759	59.94
ANT-Land_1999		2.8637036	-75.0538863	59.72
ANT-Land_1999		2.8648091	-75.0537968	59.70
ANT-Land_1999		2.8659145	-75.0537073	59.65
ANT-Land_1999		2.8670200	-75.0536178	59.69
ANT-Land_1999		2.8681255	-75.0535283	59.59
ANT-Land_1999		2.8692310	-75.0534388	59.58
ANT-Land_1999		2.8703365	-75.0533493	59.67
ANT-Land_1999		2.8714419	-75.0532598	59.77
ANT-Land_1999		2.8725474	-75.0531703	59.77
ANT-Land_1999		2.8736529	-75.0530808	59.69
ANT-Land_1999		2.8747584	-75.0529913	59.50
ANT-Land_1999		2.8758639	-75.0529018	59.57
ANT-Land_1999		2.8769694	-75.0528123	59.66
ANT-Land_1999		2.8780748	-75.0527228	59.67
ANT-Land_1999		2.8791803	-75.0526333	59.66
ANT-Land_1999		2.8802858	-75.0525438	59.68
ANT-Land_1999		2.8813913	-75.0524543	59.62
ANT-Land_1999		2.8824968	-75.0523648	60.64
ANT-Land_1999		2.8836022	-75.0522753	60.37
ANT-Land_1999		2.8847077	-75.0521858	60.48
ANT-Land_1999		2.8858132	-75.0520963	59.60
ANT-Land_1999		2.8869187	-75.0520068	59.82
ANT-Land_1999		2.8880242	-75.0519173	59.91
ANT-Land_1999		2.8891297	-75.0518278	59.60
ANT-Land_1999		2.8902351	-75.0517383	60.48
ANT-Land_1999		2.8913406	-75.0516488	59.59
ANT-Land_1999		2.8924461	-75.0515593	60.50
ANT-Land_1999		2.8935516	-75.0514697	59.68
ANT-Land_1999		2.8946571	-75.0513802	59.77
ANT-Land_1999		2.8957625	-75.0512908	59.73
ANT-Land_1999		2.8968680	-75.0512012	59.69
ANT-Land_1999		2.8979735	-75.0511117	59.56
ANT-Land_1999		2.8990790	-75.0510222	59.75
ANT-Land_1999		2.9001845	-75.0509327	59.99
ANT-Land_1999		2.9012899	-75.0508432	59.95
ANT-Land_1999		2.9023954	-75.0507537	59.97
ANT-Land_1999		2.9035009	-75.0506642	60.09
ANT-Land_1999		2.9046064	-75.0505747	59.93
ANT-Land_1999		2.9057119	-75.0504852	59.97
ANT-Land_1999		2.9068174	-75.0503957	60.09
ANT-Land_1999		2.9079228	-75.0503062	60.24
ANT-Land_1999		2.9090283	-75.0502167	60.16
ANT-Land_1999		2.9101338	-75.0501272	59.97
ANT-Land_1999		2.9112393	-75.0500377	60.26
ANT-Land_1999		2.9123448	-75.0499482	60.13
ANT-Land_1999		2.9134502	-75.0498587	60.10
ANT-Land_1999		2.9145557	-75.0497692	60.21
ANT-Land_1999		2.9156612	-75.0496797	60.31
ANT-Land_1999		2.9167667	-75.0495902	60.31
ANT-Land_1999		2.9178722	-75.0495007	60.36
ANT-Land_1999		2.9189777	-75.0494112	60.23
ANT-Land_1999		2.9200831	-75.0493217	60.22
ANT-Land_1999		2.9211886	-75.0492322	60.44
ANT-Land_1999		2.9222941	-75.0491427	60.47
ANT-Land_1999		2.9233996	-75.0490532	60.42
ANT-Land_1999		2.9245051	-75.0489637	60.59
ANT-Land_1999		2.9256105	-75.0488742	60.62
ANT-Land_1999		2.9267160	-75.0487847	60.34
ANT-Land_1999		2.9278215	-75.0486951	60.56
ANT-Land_1999		2.9289270	-75.0486056	60.59
ANT-Land_1999		2.9300325	-75.0485161	60.73
ANT-Land_1999		2.9311380	-75.0484266	60.76
ANT-Land_1999		2.9322434	-75.0483371	60.77
ANT-Land_1999		2.9333489	-75.0482476	60.63
ANT-Land_1999		2.9344544	-75.0481581	60.75
ANT-Land_1999		2.9355599	-75.0480686	60.82
ANT-Land_1999		2.9366654	-75.0479791	60.83
ANT-Land_1999		2.9377708	-75.0478896	60.85
ANT-Land_1999		2.9388763	-75.0478001	61.06
ANT-Land_1999		2.9399818	-75.0477106	61.02
ANT-Land_1999		2.9410873	-75.0476211	61.09
ANT-Land_1999		2.9421928	-75.0475316	61.08
ANT-Land_1999		2.9432982	-75.0474421	61.04
ANT-Land_1999		2.9444037	-75.0473526	61.33
ANT-Land_1999		2.9455092	-75.0472631	61.18
ANT-Land_1999		2.9466147	-75.0471736	61.21
ANT-Land_1999		2.9477202	-75.0470841	61.29
ANT-Land_1999		2.9488257	-75.0469946	61.42
ANT-Land_1999		2.9499311	-75.0469051	62.49
ANT-Land_1999		2.9510366	-75.0468156	61.50
ANT-Land_1999		2.9521421	-75.0467261	61.47
ANT-Land_1999		2.9532476	-75.0466366	61.54
ANT-Land_1999		2.9543531	-75.0465471	61.57
ANT-Land_1999		2.9554585	-75.0464576	61.50
ANT-Land_1999		2.9565640	-75.0463680	61.68
ANT-Land_1999		2.9576695	-75.0462785	61.82
ANT-Land_1999		2.9587750	-75.0461890	61.67
ANT-Land_1999		2.9598805	-75.0460995	61.29
ANT-Land_1999		2.9609860	-75.0460100	61.52
ANT-Land_1999		2.9620914	-75.0459205	61.74
ANT-Land_1999		2.9631969	-75.0458310	61.86
ANT-Land_1999		2.9643024	-75.0457415	62.04
ANT-Land_1999		2.9654079	-75.0456520	61.94
ANT-Land_1999		2.9665134	-75.0455625	62.01
ANT-Land_1999		2.9676188	-75.0454730	62.12
ANT-Land_1999		2.9687243	-75.0453835	62.29
ANT-Land_1999		2.9698298	-75.0452940	62.60
